Locus	Name	Definition	MolType	MolStruct	Taxonomy	DB_origin	Length	prophage	nb_prot	GC	nb_PhROGs	nb_Sing	nb_Paralog	Host name	Superkingdom	phylum	class	order	family	genus	species	Full taxo	Full taxo with lvl
KY092480	Streptomyces phage Picard	Streptomyces phage Picard, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	39522	undef	56	72.6	55	0	1	Streptomyces venezuelae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	1;131567;2;201174;1760;85011;2062;1883;54571	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Actinobacteria|phylum;Actinobacteria|class;Streptomycetales|order;Streptomycetaceae|family;Streptomyces|genus;Streptomyces venezuelae|species
VI_05680	Betaproteobacteria_gi_487544895	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	39497	no	48	50.52	47	0	1	Neisseria meningitidis 2001072	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 2001072	NA	NA
VI_00836	Bacilli_gi_385836969_622724_662135	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	39411	yes	58	35.58	50	7	1	Lactococcus lactis subsp. cremoris A76	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis subsp. cremoris A76	NA	NA
VI_01152	Clostridia_gi_490177391	Uncultured Viruses	DNA	linear	Viruses; environmental samples.	VirSorter	39281	no	57	46.84	30	26	1	Clostridium sp. ASF502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ASF502	NA	NA
NC_019496	Clostridium phage phiCP26F	Clostridium phage phiCP26F, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	39188	undef	49	30.26	49	0	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
NC_021325	Clostridium phage vB_CpeS-CP51	Clostridium phage vB_CpeS-CP51, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	39108	undef	50	28.07	42	8	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
VI_00808	Bacilli_gi_239948566_843944_882994	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	39050	yes	62	35.74	62	0	0	Enterococcus faecalis T1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis T1	NA	NA
VI_00810	Bacilli_gi_239948577_632907_671957	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	39050	yes	62	35.73	62	0	0	Enterococcus faecalis T3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis T3	NA	NA
VI_00559	Bacilli_gi_501571940_675432_714482	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	39050	yes	62	35.74	62	0	0	Enterococcus faecalis EnGen0240	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0240	NA	NA
GQ478082	Enterococcus phage phiFL1B	Enterococcus phage phiFL1B, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus	PVOG	38989	undef	63	33.97	63	0	0	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1;131567;2;1239;91061;186826;81852;1350;1351	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Enterococcaceae|family;Enterococcus|genus;Enterococcus faecalis|species
VI_00563	Bacilli_gi_501579664_38973_77954	Uncultured Enterococcus phage phiFL4A	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Enterococcus phage phiFL4A; environmental samples.	VirSorter	38981	yes	54	37.61	53	0	1	Enterococcus faecalis EnGen0245	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0245	NA	NA
VI_00608	Bacilli_gi_502427206_628487_667434	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38947	yes	54	33.66	52	1	1	Enterococcus faecalis EnGen0328	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0328	NA	NA
NC_028990	Enterococcus phage vB_EfaS_IME196	Enterococcus phage vB_EfaS_IME196, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38886	undef	57	34.97	50	4	3	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1;131567;2;1239;91061;186826;81852;1350;1351	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Enterococcaceae|family;Enterococcus|genus;Enterococcus faecalis|species
VI_00570	Bacilli_gi_501614103	Uncultured unclassified Siphoviridae	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38884	no	61	35.61	56	5	0	Enterococcus faecium EnGen0267	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium EnGen0267	NA	NA
VI_05743	Betaproteobacteria_gi_421906670_10852_49	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	38799	yes	47	50.94	45	1	1	Neisseria meningitidis alpha704	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis alpha704	NA	NA
VI_00783	Bacilli_gi_552941384_35618_74407	Uncultured Enterococcus phage phiFL4A	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Enterococcus phage phiFL4A; environmental samples.	VirSorter	38789	yes	56	37.45	52	0	4	Enterococcus faecalis BM4654	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis BM4654	NA	NA
VI_05814	Clostridia_gi_544703850	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	38776	no	68	30.59	48	20	0	Clostridium botulinum CFSAN002367	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum CFSAN002367	NA	NA
NC_013646	Enterococcus phage phiFL1A	Enterococcus phage phiFL1A, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus	REFSEQ	38764	undef	61	34.01	61	0	0	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1;131567;2;1239;91061;186826;81852;1350;1351	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Enterococcaceae|family;Enterococcus|genus;Enterococcus faecalis|species
NC_011318	Clostridium phage phiCP39-O	Clostridium phage 39-O, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38753	undef	62	30.42	52	10	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
GQ478083	Enterococcus phage phiFL1C	Enterococcus phage phiFL1C, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus	PVOG	38721	undef	74	34.02	64	9	1	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1;131567;2;1239;91061;186826;81852;1350;1351	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Enterococcaceae|family;Enterococcus|genus;Enterococcus faecalis|species
VI_00727	Bacilli_gi_510799013_2602180_2640899	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38719	yes	56	39.14	56	0	0	Enterococcus dispar ATCC 51266	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar ATCC 51266	NA	NA
VI_00583	Bacilli_gi_501981456_659288_697870	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	38582	yes	61	33.72	60	1	0	Enterococcus faecalis EnGen0300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0300	NA	NA
VI_01280	Clostridia_gi_153930785_3101670_3140229	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38559	yes	60	28.91	54	4	2	Clostridium botulinum A str. ATCC 19397	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum A str. ATCC 19397	NA	NA
VI_05314	Bacilli_gi_510932048_1372592_1411116	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38524	yes	57	39.25	57	0	0	Enterococcus dispar ATCC 51266	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar ATCC 51266	NA	NA
KY092482	Streptomyces phage Mojorita	Streptomyces phage Mojorita, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	38496	undef	56	72.53	55	0	1	Streptomyces venezuelae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	1;131567;2;201174;1760;85011;2062;1883;54571	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Actinobacteria|phylum;Actinobacteria|class;Streptomycetales|order;Streptomycetaceae|family;Streptomyces|genus;Streptomyces venezuelae|species
VI_01150	Clostridia_gi_324035913_481009_519433	Uncultured Viruses	DNA	linear	Viruses; environmental samples.	VirSorter	38424	yes	54	45.88	53	1	0	Clostridium symbiosum WAL-14673	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium symbiosum WAL-14673	NA	NA
KY092481	Streptomyces phage PapayaSalad	Streptomyces phage PapayaSalad, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	38411	undef	54	72.63	50	3	1	Streptomyces venezuelae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	1;131567;2;201174;1760;85011;2062;1883;54571	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Actinobacteria|phylum;Actinobacteria|class;Streptomycetales|order;Streptomycetaceae|family;Streptomyces|genus;Streptomyces venezuelae|species
VI_05560	Betaproteobacteria_gi_416196569	Uncultured Myoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; environmental samples.	VirSorter	38406	no	52	54.28	47	5	0	Neisseria meningitidis CU385	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis CU385	NA	NA
NC_002703	Lactococcus phage Tuc2009	Lactococcus phage Tuc2009, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38347	undef	56	36.22	53	3	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX160218	Lactococcus phage 98204	Lactococcus phage 98204, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	38334	undef	56	36.57	54	2	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
NC_019506	Clostridium phage phiCP13O	Clostridium phage phiCP13O, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38329	undef	55	30.36	51	4	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
VI_01159	Clostridia_gi_224515013	Uncultured dsDNA viruses, no RNA stage	DNA	linear	Viruses; dsDNA viruses, no RNA stage; environmental samples.	VirSorter	38324	no	47	42.32	17	23	7	Clostridium scindens ATCC 35704	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium scindens ATCC 35704	NA	NA
NC_019508	Clostridium phage phiCP34O	Clostridium phage phiCP34O, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38309	undef	52	30.52	51	1	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
VI_00920	Bacilli_gi_522835552	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38267	no	59	33.27	43	8	8	Enterococcus faecalis 06-MB-S-10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis 06-MB-S-10	NA	NA
NC_030947	Clostridium phage phiCT19406B	Clostridium phage phiCT19406B, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	REFSEQ	38243	undef	66	29.04	65	0	1	Clostridium tetani	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1;131567;2;1239;186801;186802;31979;1485;1513	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium tetani|species
KM983331	Clostridium phage phiCT19406B	Clostridium phage phiCT19406B, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	PVOG	38243	undef	66	29.04	65	0	1	Clostridium tetani	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1;131567;2;1239;186801;186802;31979;1485;1513	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium tetani|species
NC_030951	Clostridium phage phiCTC2B	Clostridium phage phiCTC2B, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	REFSEQ	38243	undef	66	29.05	65	0	1	Clostridium tetani	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1;131567;2;1239;186801;186802;31979;1485;1513	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium tetani|species
KM983334	Clostridium phage phiCTC2B	Clostridium phage phiCTC2B, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages	PVOG	38243	undef	66	29.05	65	0	1	Clostridium tetani	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1;131567;2;1239;186801;186802;31979;1485;1513	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium tetani|species
NC_007967	Streptomyces phage mu1/6	Streptomyces phage mu1/6, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38194	undef	52	71.19	29	22	1	Streptomyces aureofaciens	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces aureofaciens	1;131567;2;201174;1760;85011;2062;1883;1894	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Actinobacteria|phylum;Actinobacteria|class;Streptomycetales|order;Streptomycetaceae|family;Streptomyces|genus;Streptomyces aureofaciens|species
VI_01248	Clostridia_gi_547833238	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	38133	no	56	47.62	35	21	0	Clostridium sp. CAG:413	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:413	NA	NA
KX833905	Lactococcus phage PLg-TB25	Lactococcus phage PLg-TB25, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	38122	undef	58	34.54	51	7	0	Lactococcus garvieae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	1;131567;2;1239;91061;186826;1300;1357;1363	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus garvieae|species
NC_008265	Clostridium phage phiSM101	Clostridium phage phiSM101, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	38092	undef	53	28.12	40	13	0	Clostridium perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1;131567;2;1239;186801;186802;31979;1485;1502	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus;Clostridium perfringens|species
VI_00569	Bacilli_gi_501611608_959869_997959	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38090	yes	56	34.28	56	0	0	Enterococcus faecalis EnGen0250	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0250	NA	NA
VI_00592	Bacilli_gi_502238181_1032628_1070718	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	38090	yes	56	34.27	56	0	0	Enterococcus faecalis ATCC 35038	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis ATCC 35038	NA	NA
